book_id,similar_books,publication_year,title,writers,illustrators,contributors,editors,translators
15948,"['199795', '15930', '289642', '82814', '366343', '590761', '836984', '2029177']",2003.0,Weg der Träume,['2345'],[],[],[],['754947']
15940,"['199795', '15930', '289642', '82814', '366343', '590761', '836984', '2029177']",2001.0,A Bend in the Road,['2345'],[],[],[],[]
15941,[],,Zeit im Wind / Das Schweigen des Glücks. Zwei große Liebesromane.,['2345'],[],[],[],[]
52029,[],2005.0,A Land of Two Peoples: Martin Buber on Jews and Arabs,['29357'],[],[],['156267'],[]
421115,"['165251', '990494', '75465', '1108863', '733957', '722041', '103236', '722710', '697542', '111723', '199157', '419916', '733768', '300841', '572268', '251052', '202839']",1944.0,The Razor's Edge,['4176632'],[],[],[],[]
1687960,[],,"Jonathan Dickinson's Journal, or God's Protecting Providence",['593181'],[],[],[],[]
260311,[],2002.0,Long Way to Texas,['28018'],[],[],[],[]
282399,"['569726', '282376', '543971', '287372']",2005.0,"Boys Over Flowers: Hana Yori Dango, Vol. 13 (Boys Over Flowers, #13)","['1018547', '6420321']",[],[],[],[]
282392,"['29156', '1663675', '1819900', '885741', '294958', '511239', '283488', '1048044']",2005.0,"Hikaru no Go, Vol. 3: Preliminary Scrimmage (Hikaru no Go, #3)",['8477'],['15577045'],[],[],[]
282391,"['1663675', '1819898', '8687366', '11928920']",2004.0,"Hikaru no Go, Vol. 2: First Battle (Hikaru no Go, #2)",['8477'],['15577045'],[],[],[]
990834,[],1996.0,Broken Heartland: The Rise of America's Rural Ghetto,['89532'],[],[],[],[]
990836,"['1847122', '888411', '9638778', '436969', '4414269', '379073', '18769646', '831794', '535099', '931338', '503080', '8592844', '315512', '1901403', '525904', '3747242', '508364', '9523409']",2006.0,Sointula,['68255'],[],[],[],[]
300047,"['511532', '921359', '161099', '1048645', '2149385', '1072093', '9939115', '556753', '1522147', '2447010', '2584942', '3868263', '7953850', '492512', '1483375']",2007.0,"Black & White (Noughts & Crosses, #1)",['172977'],[],[],[],[]
215707,"['534565', '165537', '670444', '2143538', '11233886', '290682', '836663', '102135', '704880', '1353879', '2897770', '10084784', '14475443', '16892', '152532', '11285472', '225936', '1802265']",,My French Whore,['6618'],[],[],[],[]
28822,"['1276939', '779136', '665270', '11086998', '226711', '357298', '166855', '1933357', '161812', '253624', '20525', '25712', '331332', '250941', '257867']",1956.0,"The Will to Believe, Human Immortality and Other Essays in Popular Philosophy",['15865'],[],[],[],[]
28825,[],,The Afterdeath Journal of an American Philosopher; The World View of William James,['16174'],[],[],[],[]
806375,[],2005.0,Constitutional Law,"['296321', '62303']",[],[],[],[]
469997,[],1986.0,A Guide to Orchestral Music: The Handbook for Non-Musicians,['51482'],[],[],[],[]
907366,"['985692', '710913', '296371', '1193672', '95230', '491893', '1110346', '1026008', '115805', '6713808', '1296272', '383690', '969133', '9351344', '10367577', '504671', '312881', '14272']",2000.0,Kit's Law,['284466'],[],[],[],[]
1520244,[],1999.0,Star in My Forehead: Selected Poems,"['503056', '572242']",[],[],[],[]
108068,"['31242', '374380', '20564', '383206', '7891', '6335178', '31175', '372811', '77395', '856190', '686278', '5797', '32110', '3102', '264', '99329', '31667']",2003.0,Emma Unabridged Compact Disc,['1265'],[],[],[],[]
108067,"['10770823', '5405636', '1092816', '9521740', '2977980', '7301970', '9250969', '9656688', '8103503', '1979834', '80841', '112274', '8247445', '214340', '14331106', '526872', '7881513', '231086']",2002.0,Ava's Man,['31122'],[],[],[],[]
186074,"['2767793', '9300768', '6342483', '8253920', '55398', '6585201', '45108', '2890090', '47957', '3428935', '1140216']",2007.0,"The Name of the Wind (The Kingkiller Chronicle, #1)",['108424'],[],[],[],[]
48706,"['5516288', '925826', '13239458', '80253', '4065472', '12180222', '241614', '7885217', '2480741', '8152607', '4721942', '506636', '25332007', '404920', '15792851', '13591162', '2473053', '476898']",,Daisy Kutter: The Last Train,['27372'],[],[],[],[]
48708,"['2691879', '887391', '1864505', '743551', '114504', '10773921', '579554', '361822', '564770', '406348', '635876', '98887', '467336', '979284', '5456216', '22198', '98879']",2015.0,The SS Brotherhood of the Bell: The Nazis' Incredible Secret Technology,['27310'],[],[],[],[]
538852,[],1984.0,The Complete Book of Pastry: Sweet & Savory,['297002'],[],[],[],[]
194739,"['1146863', '765949', '34466', '971986', '62808', '6567438', '765932', '814937', '237118', '14033', '573606', '261495', '2419439', '196150', '535316', '177404', '143440', '765957']",2001.0,Blue Bamboo: Japanese Tales of Fantasy,['113561'],[],[],[],['324549']
330680,[],2005.0,The Glory of Christmas,"['5139', '27694']",[],[],[],[]
903520,"['12160756', '188393', '6593158', '666622', '2100978', '341895', '48165', '53627', '2755721', '15825744', '6683553', '240428', '15717846', '39237', '250986', '1052553']",,The Night Journal,['7858091'],[],[],[],[]
50722,"['50742', '331975', '1335217', '398849', '435955', '350682', '2835874', '6051929', '160414', '1851715', '804148', '853419', '19226226', '28806', '327916']",2005.0,"The More I See You (de Piaget, #7; de Piaget/MacLeod, #6)",['10359'],[],[],[],[]
860620,"['335291', '401327', '409332', '246257', '420832', '662262', '455244', '409087', '442587', '1999704', '974515', '336638', '711178', '787546', '261089', '1374990', '6004361']",1987.0,The Book of the Sword: With 293 Illustrations,['4197526'],[],[],[],[]
1123953,"['1350666', '1488954', '967911', '3347141', '1857192', '431345', '3292121', '1593129', '784045', '1800969', '23340457', '784544', '18518809', '576537', '1269839', '2265264', '1996317']",1987.0,The Rain Maiden,['553188'],[],[],[],[]
1275007,[],1999.0,"Hippocrene Treasury of Indian Love Poems, Quotations & Proverbs",['390284'],[],[],[],[]
301430,[],1969.0,A History of Greek Philosophy 3: The Fifth-Century Enlightenment,['5807995'],[],[],[],[]
1408371,"['1812399', '2139424', '18248235', '1982579', '6579331', '1308822', '7252844', '7923361', '6643111', '2090345', '1284318', '11078731', '21882146', '18160714', '9364393', '1763363']",2007.0,Linguae,['512651'],[],[],[],[]
583753,[],1995.0,Merriam Webster's Rhyming Dictionary,['5158478'],[],[],[],[]
540308,[],2004.0,River Season,['297594'],[],[],[],[]
667448,[],1990.0,Lovecraft,['19869'],[],[],[],[]
37700,[],2000.0,Alice's Adventures in Wonderland,['8164'],[],[],['1407244'],[]
37702,[],2000.0,Alice's Adventures in Wonderland,['8164'],[],[],[],[]
37705,"['7898', '246546', '77770', '1738699', '3782', '1607266']",2001.0,Anne of the Island,['5350'],[],[],[],[]
37708,"['7898', '246546', '77770', '1738699', '3782', '1607266']",2001.0,Anne of the Island,['5350'],[],[],[],[]
161303,"['236664', '1349816', '142785', '4057367', '1602647', '2913564', '26420', '2623192', '1351672', '337338', '9699011', '112253']",2004.0,"Database Systems: A Practical Approach to Design, Implementation and Management",['93472'],[],[],[],[]
406199,"['441226', '4611790', '342819', '2543099', '1142476', '692098', '3300666', '460669', '9939693', '13232656', '3684180', '320464', '228265', '139852', '332312', '191928']",2005.0,Graduate Study for the Twenty-First Century: How to Build an Academic Career in the Humanities,"['230092', '119023']",[],[],[],[]
87505,"['116856', '1066511', '117205', '163879', '739784', '50406', '761594', '17910508', '295859', '173744', '90764', '10354409', '18378022', '422870', '10688', '117002', '28436', '1009138']",2002.0,Special Providence: American Foreign Policy and How It Changed the World,['50246'],[],[],[],[]
87506,"['48336', '503994', '1039371', '2691', '153459', '134031', '88351', '50547', '29734', '117800', '920844', '157132', '15616', '129936', '244776', '2319233', '26934', '290239']",2002.0,A Special Providence,['27069'],[],[],[],[]
241435,"['175099', '3413181', '11257169', '527882', '12539808', '3316316', '227594', '2362299', '8701999', '1265131', '13623754', '422713', '45631', '1009552', '10614097']",,Master Pieces: The Curator's Game,"['88410', '3386028', '3943079']",[],[],[],[]
115064,[],,The Miracle Of Passover,['15981'],[],[],[],[]
295548,"['430171', '192545', '639299', '81609', '156294', '422119', '871098', '58459', '987420', '570758', '1243376', '9164', '139712', '376779', '1318080', '619339']",2005.0,The Complete Idiot's Guide to Feng Shui,"['19286', '19285']",[],[],[],[]
263036,[],1999.0,"Watch Out, Jar Jar (Star Wars Episode 1)",['153693'],[],[],[],[]
164871,"['636984', '4669776', '758581', '5755825', '739091', '1555205', '358214', '1933724', '6709893', '6277780', '6095992', '6072604', '108437', '2928693', '6235027', '128939', '1021209']",,"An Army of Davids: How Markets and Technology Empower Ordinary People to Beat Big Media, Big Government, and Other Goliaths",['95830'],[],[],[],[]
14978,"['548314', '35465', '35464', '184279', '35149', '6562329', '758614', '320326', '87490', '334801', '241103', '35414']",,"Labyrinth of Evil (Star Wars: The Dark Lord Trilogy, #1)",['9346'],[],[],[],[]
14975,"['1145825', '9300418', '6908579', '6730191', '1103210', '6919962', '820480', '15720779', '1031029', '56349', '6611809', '491437', '9580144', '1451795', '361938', '9349687', '2873264', '750113']",,"Labyrinth (Languedoc, #1)",['9343'],[],[],[],[]
14976,"['100623', '5180784', '55453', '3423708', '14977', '8505701', '247901', '1971721', '2270906', '457248', '3198495', '574350', '2636157', '1674303', '30251']",,"Return to Labyrinth, Vol. 1","['31253', '203791']",[],[],[],[]
79727,"['9220', '10046509', '773101', '1960073', '744045', '9608967', '2101819', '10456413', '2253323', '8420996', '8720804', '8465962', '127759', '1099759', '278925', '126810', '10332109', '23632069']",2004.0,Where the Truth Lies: A Novel,['45331'],[],[],[],[]
129035,[],2003.0,"The Darker Side of the Renaissance: Literacy, Territoriality, & Colonization",['75252'],[],[],[],[]
734463,"['148094', '11725090', '960655', '141537', '383357', '770487', '318395', '145688', '45355', '291934', '3080412', '272810', '10318302', '103816', '7263838', '8600180']",,Think Biblically!: Recovering a Christian Worldview,['1058367'],[],[],[],[]
734466,[],2001.0,Renewing Your Mind in a Mindless World: Learning to Think and ACT Biblically,['55038'],[],[],[],[]
129030,"['756562', '43722', '690289', '2396827', '503309', '1375054', '1596154', '1178358', '3754399', '9359546', '6584405', '3402073']",2007.0,"Wormwood: Gentleman Corpse, Vol. 1: Birds, Bees, Blood & Beer",['24599'],[],[],[],[]
938042,[],1997.0,The Fat Firm: The Transformation Of A Firm From Fat To Fit,"['699838', '14354']",[],[],[],[]
348327,"['11547863', '551367', '15759648', '1266439', '852360', '49983', '543841', '612352', '24619', '355439', '579788', '15852459', '905702', '7547851', '998023', '1270379', '505561', '551984']",2001.0,A Terrible Beauty: The People and Ideas That Shaped the Modern Mind: A History,['11307'],[],[],[],[]
348320,"['53198', '739828', '360215', '688482', '321897', '241865', '4787995', '5839', '621607', '406658', '114076', '667816', '173276', '91947', '276066', '586913']",1982.0,Ireland: A Terrible Beauty,['19708'],[],[],[],[]
348321,"['13557694', '17181859', '2783008', '18102876', '8316348', '7919996', '16107366', '17981829', '13614116', '10041211', '18703379', '354410', '17926971', '17241802', '18171773', '331195', '12903460', '8552332']",2003.0,"A Terrible Beauty (Katie Maguire, #1)",['10275'],[],[],[],[]
97344,"['7131358', '1296785', '525740', '677430', '809871', '580622', '3328291', '501645', '777635', '102122', '262405', '395479', '329157', '82989', '6356769', '711848', '557439', '550116']",1984.0,On Wealth and Poverty: St. John Chrysostom,['4589154'],[],[],[],['3889705']
678582,[],,The Devil's Triangle,['17815'],[],[],[],[]
675294,"['266380', '240469', '6356165', '71105', '18474', '4597108', '128971', '871598', '1955394', '60276']",2005.0,Unhinged: Exposing Liberals Gone Wild,['361715'],[],[],[],[]
80316,"['103871', '159997', '692765', '523468', '207812', '364549', '16378', '174471', '25247', '99285', '129238', '1193728', '1072517', '420330', '331667', '163482']",1975.0,Enquiries Concerning the Human Understanding / Concerning the Principles of Morals,['45726'],[],[],"['5504937', '3160310']",[]
384855,[],2002.0,Creative Stamping in Polymer Clay,['62429'],[],[],[],[]
477331,[],2006.0,"The Count of Monte Cristo, Volume II",['4785'],[],[],[],[]
80311,"['159997', '90078', '649465', '154072', '174467', '208657', '381185', '129924', '12073', '695125', '692765', '584608', '25700', '1042347', '22472']",2006.0,A Treatise of Human Nature,['45726'],[],[],[],[]
30139,"['56728', '581409', '13083239', '844936', '767680', '835010', '786256', '310259', '44186', '420404', '119297', '47674', '197512', '310258', '140181', '147732', '858513', '10065']",1997.0,The Giving Tree,['435477'],[],[],[],[]
726493,[],1995.0,"Don't Fire Them, Fire Them Up: Motivate Yourself and Your Team",['326676'],[],[],[],[]
674440,[],2006.0,"A Misty Harbor Wedding (Misty Harbor, #6)",['174194'],[],[],[],[]
92830,"['1632965', '2003482', '93026', '141315', '419989', '852725', '820923', '1039913', '1876930']",2007.0,The Swiss Family Robinson (Classic Starts Series),"['11604', '2897630']",['433173'],[],[],[]
434313,"['391021', '391660', '260412', '719105', '999506', '1026051', '187541', '738658', '47326', '206541', '391661', '10065595', '1889040', '44546', '374224', '476410', '2420983']",2008.0,Out of the Past: Gay and Lesbian History from 1869 to the Present,['244652'],[],[],[],[]
24855,[],,The Novels of Hermann Hesse: A Study in Theme & Structure,['13997'],[],[],[],[]
397012,"['297557', '339389', '208042', '878442', '1146268', '1891702', '473942', '593067', '769080', '17358', '251388', '783285', '138380', '355276', '796535', '2821', '7187035']",2002.0,The European Philosophers from Descartes to Nietzsche,[],[],[],['168616'],[]
364063,"['2186894', '11507059', '245333', '666880', '2446826', '123729', '317813', '282775', '122105', '783575', '158179', '141929', '2249575', '3566107', '6101845', '1733106', '4226689', '5698821']",,10 Little Rubber Ducks,['3362'],[],[],[],[]
6600,"['137881', '832543', '119760', '845977', '389763', '15015', '774565', '618944', '6709', '137038', '809099', '127893', '4055', '67863', '218873', '19795']",2002.0,Los cuatro acuerdos,['4402'],[],[],[],['4739641']
6603,"['137881', '832543', '119760', '845977', '389763', '15015', '774565', '618944', '6709', '137038', '809099', '127893', '4055', '67863', '218873', '19795']",2001.0,I quattro accordi,['4402'],[],[],[],[]
6605,[],,The Pop-up Book of Sex,"['4406', '4406']",['3219551'],[],[],[]
6606,"['1176514', '17239387', '445748', '679218', '89893', '187907', '182750', '645173', '24676', '88561', '181314', '1500617', '561449', '967095', '300708']",2004.0,Daily Sex: 365 Positions and Activities for a Year of Great Sex!,['4407'],[],[],[],[]
6607,[],2004.0,The Low Down on Going Down: How to Give Her Mind-Blowing Oral Sex,"['4409', '4408']",[],[],[],[]
785681,"['27549', '541598', '192692', '761366', '344949', '447158', '556303', '1397493', '116328', '1519166', '88706', '277303', '70179', '6449291', '3231750', '8268686']",2003.0,The Cherokee Herbal: Native Plant Medicine from the Four Directions,['157867'],[],[],[],[]
816050,[],2006.0,Mrs. McGinty's Dead: A BBC Radio 4 Full-Cast Dramatisation,"['123715', '10059']",[],[],[],[]
538126,[],1999.0,Imperial Bedlam: Institutions of Madness in Colonial Southwest Nigeria,['296752'],[],[],[],[]
248095,"['1249638', '3997', '835973', '1563183', '1086893', '2331988', '2409335', '45355', '121988', '9433737', '2632169', '279919', '592395', '173623']",2002.0,"Paul: A Man of Grace and Grit (Great Lives from God's Word, #6)",['5139'],[],[],[],[]
202697,"['457930', '72698', '89829', '1697440', '2201260', '62169', '9935347', '709386', '1670095', '16056368', '13317008', '579861', '783014', '386961', '1562352', '421372', '1069354']",1986.0,Murder in the Adirondacks: An American Tragedy Revisited,['118241'],[],[],[],[]
202695,"['134571', '169699', '99793', '13796401', '141735', '16614', '841374', '13212115', '882097', '87441', '147382', '66651', '61554', '1093529', '695442']",1981.0,Genesis and Development of a Scientific Fact,['118239'],[],[],"['26005', '3852907']",['798357']
202694,"['613682', '18217', '250329', '3333466', '351287', '743885', '369051', '2000176', '201670', '376160', '865879', '762821', '364549', '220079', '130319', '195548', '728760', '379662']",2003.0,Emile: Or Treatise on Education,['7994'],[],[],[],['700214']
202693,"['767854', '199263', '212957', '414773', '931984', '46417', '243472', '330252', '174057', '52184', '227157', '379701']",1997.0,The Division of Labor in Society,"['32676', '95332']",[],[],[],[]
202690,"['613682', '18217', '250329', '3333466', '351287', '743885', '369051', '2000176', '201670', '376160', '865879', '762821', '364549', '220079', '130319', '195548', '728760', '379662']",,Emile,['7994'],[],[],[],[]
1298074,[],1999.0,City Schools and City Politics,"['622475', '525744']",[],[],[],[]
1298073,[],2007.0,Selected Poems,['46110'],[],[],"['62537', '3921999']",[]
622426,"['377163', '7621071', '433187', '216923', '12090535', '643679', '96712', '176883', '359776', '257649', '12711870', '132084', '731614']",1991.0,Anticlimax: A Feminist Perspective on the Sexual Revolution,[],[],[],['336478'],[]
1026051,"['179028', '476410', '161634', '434313', '999506', '738658', '414788', '391660', '391021', '44546', '108295', '260412', '450676', '19397', '1184638', '656352', '206541']",2005.0,Strangers: Homosexual Love in the Nineteenth Century,['35444'],[],[],[],[]
156077,"['394017', '484714', '1483399', '23398787', '18525850', '141213', '17689918', '9822682', '245802', '422309', '772692', '9200659', '432268', '1999499', '350320', '12956972']",1952.0,Celle qui n'était plus,"['81476', '2988492']",[],[],[],[]
518155,[],1995.0,First Light,['287741'],[],[],[],[]
11532,"['409076', '554481', '697783', '47722', '219441', '81043', '36447', '923808', '641739', '1249247', '1260417', '939548', '179187']",1988.0,Night Visions 5,"['3389', '2687', '346732']",[],[],['18351'],[]
11535,"['745597', '12361968', '83415', '12834430', '1093228', '107458', '257460', '88917', '49261', '7685', '103641', '87371', '7336800', '9760653', '1036460', '88870', '82208', '331763']",2000.0,The Crook Factory,['2687'],[],[],[],[]
335771,"['12934', '391961', '116428', '256216', '1595290', '1036616', '752199', '203710', '1090478', '210137', '947041', '17347429', '4505760', '6383931', '226285']",1994.0,David and Jonathan,['7540'],[],[],[],[]
1303949,"['7366167', '9970306', '8373582', '6342256', '7040868', '6567976', '372665', '6453553', '6643950', '7224862', '6911755', '5982152', '9330628', '7806160', '16092155', '6838699', '6172696']",2007.0,"Chasing Silver (Silver Maiden, #1)",['621283'],[],[],[],[]
1303940,[],2007.0,Passport to Crime: Finest Mystery Stories from International Crime Writers,"['840688', '4570704', '183513', '3329184', '99606', '609526', '6441623', '369537', '184682', '1070575', '4874063', '7352246', '1412106', '5622845', '325732', '118199', '671485', '1310598', '5553812', '34589', '220208', '5581439', '2759401', '518755', '30006', '3297872']",[],[],['84352'],[]
1303947,"['449189', '109726', '343738', '232431', '290058', '30106', '109395', '19979', '220755', '951179', '222520', '88884', '67699', '650113', '1028853', '257962', '96200', '258742']",1997.0,The Lost Language Of Cranes,['28978'],[],[],[],[]
571259,"['601991', '2472950', '9814083', '89353', '7080496', '8755447', '545782']",1987.0,"Hand In Glove (Harlequin Intrigue, #59)",['13635'],[],[],[],[]
571255,[],2006.0,"Hickory, Dickory, Dock: And Other Favorite Nursery Rhymes",['5512544'],[],[],[],[]
496653,"['618060', '606375', '2390983', '7096916', '859370', '1037636', '1300036', '5344850', '197998', '69139', '6659532', '1548750', '1819766', '899587', '932242', '3002254', '644902', '2466135']",1998.0,How To Live Forever,['9760'],[],[],[],[]
199888,[],2005.0,Bioethics and the New Embryology: Springboards for Debate,"['354030', '3314196', '116596']",[],[],[],[]
939214,"['872229', '847966', '35114', '451203', '662717', '729394', '263496', '1404050', '989175', '216432', '264499', '1746273', '280735', '506194', '837276', '302520', '854067']",1993.0,The Mind Pool,['32276'],[],[],[],[]
939216,"['184787', '704275', '131626', '103189', '131630', '1847996', '77572', '991300', '77205', '386493', '991297', '217935', '991301', '1850225', '77226', '910842', '217922', '76929']",1995.0,"Devil in the Sky (Star Trek: Deep Space Nine, #11)","['6620', '7780181']",[],[],[],[]
199880,"['6261520', '1720099', '1270247', '5930284', '6261128', '1000589', '31754', '9683225', '18335994', '10579117', '331832', '12926248', '7234748', '18475525', '13493913', '8646223', '515087', '444598']",2007.0,Uninvited,['30036'],[],[],[],[]
169070,[],2007.0,The Broken String,['98475'],[],[],[],[]
488696,[],1998.0,"In Guilty Night (Michael McKenna, #2)",['233610'],[],[],[],[]
1518323,[],,Hidden Files: Law Enforcement's True Case Stories Of The Unexplained And Paranormal,['708583'],[],[],[],[]
116891,[],1990.0,Sweet Mountain Magic,"['67759', '5024771']",[],[],[],[]
108014,[],,Through the Looking Glass,['8164'],[],[],[],[]
694516,"['1225688', '542413', '151431', '7361515', '153312', '1230537', '262725', '1031687', '52139', '175997', '106459', '71149', '78536', '266901', '240456', '917339', '198824', '824531']",1989.0,Grey is the Color of Hope,"['115204', '2905379']",[],[],[],[]
23012,"['45633', '193408', '606234', '24842', '156198', '888888', '6643543', '156182', '596358', '587393', '587678', '311643', '7725947', '155159', '28434']",1991.0,The Gold Bug Variations,['11783'],[],[],[],[]
712916,[],2007.0,Mr. Lincoln Goes to War,['155955'],[],[],[],[]
712917,"['79931', '1192376', '10351359', '123461', '449308', '18109398', '3398749', '6294786', '57655', '1391381', '621233', '225869', '687513', '10893201', '276215', '185296', '2020254', '713014']",2001.0,Panama,['379738'],[],[],[],[]
712915,"['39824', '48056', '1247219', '1324767', '669674']",1998.0,A Brace of Bloodhounds,['22348'],[],[],[],[]
274565,[],,Baptism a Biblical Study,['172810'],[],[],[],[]
274566,"['28372', '779622', '606234', '244507', '356261', '14433736', '155159', '639055', '195605', '362211', '11684851', '951480', '164619', '151458', '108669', '1019760', '324056']",2016.0,The Great Fire of London: A Story with Interpolations and Bifurcations,['160026'],[],[],[],['558966']
49470,"['2391653', '2081235', '8103687', '10320', '7298785', '138552', '6754661', '361963', '3936696', '8520878', '2159115', '2574076', '4629842', '2082730', '6595200', '220246', '10303800']",2004.0,Save Karyn,['27862'],[],[],[],[]
772723,"['211143', '1454915', '83441', '280867', '116687', '384554', '523368', '243396', '663364', '769364']",1996.0,"Rainbow's End (Richard Jury, #13)",['14150'],[],[],[],[]
451685,[],2003.0,Opus Dei in the Church: An Ecclesiological Study of the Life and Apostolate of Opus Dei,['5591985'],[],[],[],[]
264756,[],2005.0,Rome’s Northern Frontier AD 70–235: Beyond Hadrian's Wall,['31121'],['2970686'],[],[],[]
905989,"['94062', '3040050', '6217775', '291895', '109147', '5986815', '2278163', '334024', '2498668', '16093007', '717525', '581819', '119015', '109523', '1153388']",2003.0,Geography Club,['53984'],[],[],[],[]
100287,"['130102', '625342', '99227', '1057257', '1242635', '790500', '926206', '555253', '435659', '380047', '249721', '353341', '149309', '5488280', '830893', '1054479', '599474']",1999.0,You Can Be Happy No Matter What: Five Principles for Keeping Life in Perspective,"['2693', '2960']",[],[],[],[]
100286,"['1169674', '1673832', '17850559', '127391', '95746', '9671955', '6280984', '1301883', '7016470', '20709514', '130091', '127892', '2815', '682878', '8545189', '13003367', '33003']",2000.0,A Short Guide to a Happy Life,['3500'],[],[],[],[]
100285,"['8715809', '11007178', '23316543', '4955444', '110884', '198018', '23214226', '109375', '6036736', '434505', '139374', '3152916', '15790810', '11332693', '7493602', '49586', '10819888']",2004.0,"How to Retire Happy, Wild, and Free: Retirement Wisdom That You Won't Get from Your Financial Advisor",['469586'],[],[],[],[]
100284,"['7135602', '126787', '100117', '278049', '4778797', '676104', '1376669', '13542483', '142925', '608172', '13476', '1347352', '6950724', '17910047', '28815322', '90850', '15998337', '155377']",,"How We Choose to Be Happy: The 9 Choices of Extremely Happy People--Their Secrets, Their Stories","['57893', '57892']",[],[],[],[]
100283,"['4676749', '1407930', '508360', '116856', '634227', '78672', '2391491', '95711', '60276', '80308', '1460091', '971557', '9045944', '1318176', '10575876', '1736479', '1526605']",2006.0,The Mr.  Mrs. Happy Handbook: Everything I Know About Love and Marriage,['57891'],[],[],[],[]
100280,"['1052851', '269578', '2070', '51906', '399710', '439332', '144960', '3697056', '5280047', '2090304', '695125', '125257', '31859', '796506', '254499']",2007.0,"Neuroscience and Philosophy: Brain, Mind, and Language","['3866184', '6952980', '29174', '6508721']",[],[],[],[]
185117,"['77887', '6341582', '1122002', '175940', '7024394', '2412562', '102137', '1132872', '1400134', '7912998', '2473860', '1296444', '185163', '2693142', '6058062', '362021', '778179', '389099']",,"Crystal Rain (Xenowealth, #1)",['107891'],[],[],[],[]
501690,"['501786', '992206', '393905', '6543760', '211619', '1976271', '3002369', '2869129', '6339172', '4701987', '1598619', '2870853', '2874430']",2003.0,Escape,['75334'],[],[],[],[]
890080,[],2000.0,I Refuse to Raise a Brat,"['270741', '412792']",[],[],[],[]
181216,[],1993.0,Negrophobia,['105650'],[],[],[],[]
125691,"['1855936', '371097', '363415', '1192783', '413110', '366784']",1993.0,"Say Cheese and Die! (Goosebumps, #4)",['13730'],[],[],[],[]
128116,"['676003', '411873', '703494', '596076', '1267416', '595079', '1002570', '884814', '638215', '418425', '411998', '260649', '704729', '263315', '208192', '646258', '534762']",2004.0,Dharma Punx: A Memoir,['73528'],[],[],[],[]
363391,"['331851', '1071343', '6623517', '8873458', '125594']",1998.0,"The Unknown (Animorphs, #14)",['1036736'],[],[],[],[]
363392,"['6623517', '1071343', '320100', '8873458', '540196']",1997.0,"The Forgotten (Animorphs, #11)",['1036736'],[],[],[],[]
363393,"['256476', '8873458', '8192675', '912673', '125563', '464188', '228065', '8712426', '6520376', '10471511', '1206438', '519614', '11046072']",1999.0,"The Proposal (Animorphs, #35)",['1036736'],[],[],[],[]
363395,"['13572652', '17879142', '1490063', '24980883', '32463', '8812586', '145160', '4895566', '310562', '10489709', '22533304', '9510221', '20407264', '6468203', '2171527', '5227222', '15940410']",2007.0,Edgewise,['10275'],[],[],[],[]
5337,"['304', '54620', '28849', '720016', '31168', '92286']",2002.0,Little Dorrit,['239579'],['3128534'],[],[],[]
363397,"['401874', '1613812', '219635', '922784', '571283', '363044', '197399', '179181', '818576', '941018', '295803', '974296', '93568', '218629', '2979469', '988783', '1862605', '21830']",1988.0,Charnel House,['10275'],[],[],[],[]
5338,"['428537', '8700132', '651799', '556967', '923541', '218659', '32552', '19161904', '1990157', '6665330', '212525', '7842509', '4665', '2918374', '774783']",2003.0,A Christmas Carol and Other Christmas Writings,['239579'],[],[],[],[]
400535,"['352727', '18949861', '244104', '2679498', '6125927', '17451666', '319020', '7547769', '20452931', '13106631', '128477', '2923570', '33012415', '474113']",2007.0,The Down Home Zombie Blues,['202269'],[],[],[],[]
111301,"['486666', '38929', '19676', '20864', '423529']",1994.0,Armored Cav: A Guided Tour of an Armored Cavalry Regiment,"['3892', '444180']",[],[],[],[]
269670,[],1998.0,The Illustrated Bible Dictionary,[],[],[],['157340'],[]
19586,"['201586', '11291', '948244', '730591', '11559', '219635', '6557', '9284656', '32427', '973196', '929901', '219548', '4073514']",2002.0,Mystery,['6941'],[],[],[],['7391865']
449811,[],1995.0,Sister & Brother: Lesbians & Gay Men Write about Their Lives Together,[],[],[],"['352551', '18082']",[]
499881,[],2000.0,"Male Lust: Pleasure, Power, and Transformation","['2865413', '66546', '969467']",[],[],[],[]
1768453,[],,Los crímenes de Van Gogh,['170370'],[],[],[],[]
21290,"['257460', '511211', '591415', '281468', '1418990', '664750', '1265777', '2965833', '1032302', '454940', '173802', '15096134', '530875', '3027712', '7628788', '1551934']",2006.0,"Spider Mountain (Cam Richter, #2)",['879521'],[],[],[],[]
21293,"['1747819', '524624', '157312', '698931', '583318', '424023', '186967', '173798', '2565867', '840766', '137138', '6713120', '15785221', '454940', '23287160', '13239821', '206786', '1578441']",2006.0,"The Cat Dancers (Cam Richter, #1)",['879521'],[],[],[],[]
21294,"['24921016', '96926', '16059347', '13121091', '198286', '2018895', '1153202', '2389997', '1199628', '1400280', '6641733', '1071143', '6649299', '857449', '437317', '894120', '173805', '25170525']",1995.0,The Edge of Honor,['879521'],[],[],[],[]
21298,"['257460', '454940', '524624', '1418990', '144885', '530875', '281468', '511211', '591415', '664750', '3027712', '144280', '15096134', '188193', '5930426', '1287670', '745597', '13158480']",1998.0,Sweepers,['879521'],[],[],[],[]
805149,[],2000.0,"P.O.W.: A Definitive History of the American Prisoner-Of-War Experience in Vietnam, 1964-1973","['421414', '177448']",[],[],[],[]
475003,[],1994.0,Soul Would Have No Rainbow if the Eyes Had No Tears and Other Native American PR,['1947737'],[],[],[],[]
